Identyfikator projektu,Nazwa projektu,Identyfikator podmiotu,Rodzaj projektu,Koszt,Data rozpoczęcia,Data zakończenia,Identyfikator projektu architektonicznego,
1030,WODOCIĄGOWY-5350,195,GRZEWCZY,111600,28/05/2010,03/06/2010,109,
1031,WODOCIĄGOWY-1080,40,WODOCIĄGOWY,62975,05/06/2010,05/06/2010,4916,
1032,WODOCIĄGOWY-6846,130,WODOCIĄGOWY,102850,11/06/2010,14/06/2010,9830,
1033,WODOCIĄGOWY-5269,155,ELEKTRYCZNY,30675,28/01/2010,31/01/2010,3498,
1034,WODOCIĄGOWY-6166,17,OGRODNICZY,40075,24/06/2010,03/07/2010,4962,
1035,WODOCIĄGOWY-6118,148,PRZECIWGROMOWY,38290,31/10/2010,02/11/2010,1114,
1036,WODOCIĄGOWY-6285,178,ELEKTRYCZNY,67875,29/08/2010,29/08/2010,7020,
1037,WODOCIĄGOWY-3530,100,GRZEWCZY,28640,21/10/2010,27/10/2010,5355,
1038,WODOCIĄGOWY-3029,14,ALARMOWY,21150,14/04/2010,15/04/2010,2953,
1039,WODOCIĄGOWY-6521,32,WODOCIĄGOWY,73480,27/01/2010,29/01/2010,2732,
1040,WODOCIĄGOWY-8273,157,ELEKTRYCZNY,85725,17/02/2010,18/02/2010,3916,
1041,WODOCIĄGOWY-7040,107,ELEKTRYCZNY,26325,29/03/2010,05/04/2010,9479,
1042,WODOCIĄGOWY-6199,192,OGRODNICZY,49625,04/11/2010,08/11/2010,1178,
1043,WODOCIĄGOWY-9699,69,ELEKTRYCZNY,17325,24/03/2010,02/04/2010,9661,
1044,WODOCIĄGOWY-7976,151,ELEKTRYCZNY,15900,12/05/2010,20/05/2010,6313,
1045,WODOCIĄGOWY-273,47,GRZEWCZY,105280,15/03/2010,19/03/2010,1735,
1046,WODOCIĄGOWY-9827,134,ELEKTRYCZNY,42675,11/05/2010,18/05/2010,6104,
1047,WODOCIĄGOWY-8378,91,PRZECIWGROMOWY,17185,20/04/2010,27/04/2010,3411,
1048,WODOCIĄGOWY-9961,154,PRZECIWGROMOWY,53375,17/01/2010,23/01/2010,5815,
1049,WODOCIĄGOWY-2448,50,ALARMOWY,24800,15/12/2010,15/12/2010,9215,
1050,WODOCIĄGOWY-873,46,OGRODNICZY,40375,16/07/2010,23/07/2010,7742,
1051,WODOCIĄGOWY-9928,120,GRZEWCZY,113920,26/03/2010,03/04/2010,689,
1052,WODOCIĄGOWY-3596,198,ALARMOWY,27450,23/11/2010,27/11/2010,1762,
1053,WODOCIĄGOWY-3524,111,OGRODNICZY,45675,05/07/2010,14/07/2010,2145,
1054,WODOCIĄGOWY-2808,171,GRZEWCZY,134560,07/01/2010,11/01/2010,1409,
1055,WODOCIĄGOWY-635,25,ELEKTRYCZNY,139200,30/04/2010,09/05/2010,6843,
1056,WODOCIĄGOWY-7990,125,WODOCIĄGOWY,90640,29/08/2010,02/09/2010,829,
1057,WODOCIĄGOWY-2798,44,GRZEWCZY,64960,28/10/2010,04/11/2010,88,
1058,WODOCIĄGOWY-1099,190,OGRODNICZY,100,13/09/2010,19/09/2010,310,
1059,WODOCIĄGOWY-517,3,GRZEWCZY,5440,13/09/2010,17/09/2010,831,
1060,WODOCIĄGOWY-1390,0,WODOCIĄGOWY,96525,17/08/2010,23/08/2010,6852,
1061,WODOCIĄGOWY-4708,148,ALARMOWY,17700,30/06/2010,08/07/2010,1475,
1062,WODOCIĄGOWY-340,174,ALARMOWY,53850,16/12/2010,22/12/2010,9128,
1063,WODOCIĄGOWY-1206,5,GRZEWCZY,85200,20/01/2010,25/01/2010,1330,
1064,WODOCIĄGOWY-1099,16,GRZEWCZY,53680,18/12/2010,22/12/2010,5519,
1065,WODOCIĄGOWY-975,104,ELEKTRYCZNY,37125,09/02/2010,17/02/2010,9225,
1066,WODOCIĄGOWY-1311,4,ALARMOWY,35250,27/09/2010,03/10/2010,1522,
1067,WODOCIĄGOWY-5605,32,ELEKTRYCZNY,38325,26/07/2010,28/07/2010,3868,
1068,WODOCIĄGOWY-1499,68,ALARMOWY,8900,09/08/2010,18/08/2010,7176,
1069,WODOCIĄGOWY-1278,24,ALARMOWY,43600,04/09/2010,05/09/2010,3625,
1070,WODOCIĄGOWY-4360,81,WODOCIĄGOWY,102355,22/07/2010,27/07/2010,7500,
1071,WODOCIĄGOWY-9665,155,PRZECIWGROMOWY,23975,23/09/2010,24/09/2010,2076,
1072,WODOCIĄGOWY-7618,9,ALARMOWY,50200,10/02/2010,14/02/2010,714,
1073,WODOCIĄGOWY-3902,196,OGRODNICZY,23825,21/02/2010,02/03/2010,1559,
1074,WODOCIĄGOWY-1160,23,GRZEWCZY,53440,15/07/2010,20/07/2010,6652,
1075,WODOCIĄGOWY-179,125,PRZECIWGROMOWY,53550,31/12/2010,08/01/2011,4240,
1076,WODOCIĄGOWY-7968,180,OGRODNICZY,7925,28/06/2010,01/07/2010,6876,
1077,WODOCIĄGOWY-4808,154,ALARMOWY,50150,16/11/2010,21/11/2010,5675,
1078,WODOCIĄGOWY-4077,65,ELEKTRYCZNY,98325,10/05/2010,17/05/2010,827,
1079,WODOCIĄGOWY-3485,60,WODOCIĄGOWY,88110,03/08/2010,09/08/2010,6906,
1080,WODOCIĄGOWY-8140,37,ALARMOWY,64800,03/08/2010,09/08/2010,8615,
1081,WODOCIĄGOWY-8284,12,GRZEWCZY,13760,21/11/2010,25/11/2010,69,
1082,WODOCIĄGOWY-3279,31,PRZECIWGROMOWY,10010,04/08/2010,07/08/2010,9336,
1083,WODOCIĄGOWY-7188,12,WODOCIĄGOWY,52030,22/03/2010,22/03/2010,9748,
1084,WODOCIĄGOWY-4715,169,GRZEWCZY,100640,18/11/2010,24/11/2010,2396,
1085,WODOCIĄGOWY-6020,137,ELEKTRYCZNY,74025,17/09/2010,24/09/2010,5066,
1086,WODOCIĄGOWY-6477,191,PRZECIWGROMOWY,25445,26/07/2010,30/07/2010,5903,
1087,WODOCIĄGOWY-500,55,WODOCIĄGOWY,65615,25/06/2010,27/06/2010,2684,
1088,WODOCIĄGOWY-39,74,OGRODNICZY,5675,10/06/2010,15/06/2010,7935,
1089,WODOCIĄGOWY-1556,173,ELEKTRYCZNY,54150,24/10/2010,31/10/2010,6690,
1090,WODOCIĄGOWY-4136,29,WODOCIĄGOWY,23650,11/01/2010,13/01/2010,7165,
1091,WODOCIĄGOWY-4272,87,ELEKTRYCZNY,127350,06/03/2010,08/03/2010,3626,
1092,WODOCIĄGOWY-5550,58,WODOCIĄGOWY,79200,08/02/2010,17/02/2010,6563,
1093,WODOCIĄGOWY-9742,49,GRZEWCZY,120400,11/02/2010,13/02/2010,8368,
1094,WODOCIĄGOWY-3486,122,OGRODNICZY,20125,21/09/2010,28/09/2010,4528,
1095,WODOCIĄGOWY-4117,77,OGRODNICZY,45275,04/08/2010,11/08/2010,786,
1096,WODOCIĄGOWY-5983,11,ALARMOWY,86000,05/04/2010,14/04/2010,6538,
1097,WODOCIĄGOWY-8880,112,GRZEWCZY,146400,06/04/2010,12/04/2010,2615,
1098,WODOCIĄGOWY-1637,29,GRZEWCZY,48160,02/11/2010,03/11/2010,4003,
1099,WODOCIĄGOWY-7776,182,ALARMOWY,45550,12/01/2010,12/01/2010,8415,
1100,WODOCIĄGOWY-6988,18,PRZECIWGROMOWY,21735,08/11/2010,17/11/2010,716,
1101,WODOCIĄGOWY-5080,163,WODOCIĄGOWY,71335,25/07/2010,28/07/2010,7442,
1102,WODOCIĄGOWY-9840,147,OGRODNICZY,44550,31/03/2010,09/04/2010,6102,
1103,WODOCIĄGOWY-5062,145,OGRODNICZY,44150,16/11/2010,17/11/2010,382,
1104,WODOCIĄGOWY-4999,57,GRZEWCZY,26880,20/05/2010,22/05/2010,6346,
1105,WODOCIĄGOWY-3374,142,GRZEWCZY,156640,21/11/2010,24/11/2010,9795,
1106,WODOCIĄGOWY-9199,164,ELEKTRYCZNY,100800,31/03/2010,03/04/2010,6594,
1107,WODOCIĄGOWY-9339,142,ELEKTRYCZNY,71850,20/09/2010,27/09/2010,5870,
1108,WODOCIĄGOWY-2273,114,ELEKTRYCZNY,65775,21/09/2010,22/09/2010,8239,
1109,WODOCIĄGOWY-263,127,PRZECIWGROMOWY,37695,22/04/2010,26/04/2010,4041,
1110,WODOCIĄGOWY-2742,145,ALARMOWY,18900,08/11/2010,10/11/2010,3229,
1111,WODOCIĄGOWY-9905,125,WODOCIĄGOWY,26785,26/05/2010,04/06/2010,6097,
1112,WODOCIĄGOWY-1679,23,ALARMOWY,49900,07/04/2010,08/04/2010,7688,
1113,WODOCIĄGOWY-4805,106,WODOCIĄGOWY,76010,25/07/2010,02/08/2010,327,
1114,WODOCIĄGOWY-7410,141,OGRODNICZY,24250,22/03/2010,24/03/2010,6983,
1115,WODOCIĄGOWY-7032,129,WODOCIĄGOWY,82830,05/05/2010,07/05/2010,8776,
1116,WODOCIĄGOWY-4732,151,ALARMOWY,78850,01/08/2010,04/08/2010,5308,
1117,WODOCIĄGOWY-483,124,ALARMOWY,95850,03/03/2010,11/03/2010,7947,
1118,WODOCIĄGOWY-5098,108,GRZEWCZY,54560,04/05/2010,12/05/2010,4048,
1119,WODOCIĄGOWY-5579,183,WODOCIĄGOWY,55605,24/09/2010,01/10/2010,8248,
1120,WODOCIĄGOWY-9361,21,OGRODNICZY,25350,19/10/2010,21/10/2010,2556,
1121,WODOCIĄGOWY-787,32,PRZECIWGROMOWY,69685,30/04/2010,09/05/2010,6145,
1122,WODOCIĄGOWY-4200,73,ELEKTRYCZNY,18600,13/10/2010,22/10/2010,6342,
1123,WODOCIĄGOWY-6504,165,PRZECIWGROMOWY,41055,23/01/2010,25/01/2010,7298,
1124,WODOCIĄGOWY-2063,109,WODOCIĄGOWY,97955,20/02/2010,21/02/2010,4717,
1125,WODOCIĄGOWY-7071,165,PRZECIWGROMOWY,13405,10/05/2010,18/05/2010,7395,
1126,WODOCIĄGOWY-7204,40,ELEKTRYCZNY,129525,01/11/2010,08/11/2010,7430,
1127,WODOCIĄGOWY-4115,69,ELEKTRYCZNY,24450,02/03/2010,05/03/2010,5886,
1128,WODOCIĄGOWY-4760,23,PRZECIWGROMOWY,45220,13/09/2010,13/09/2010,4836,
1129,WODOCIĄGOWY-9569,98,ELEKTRYCZNY,35475,24/01/2010,24/01/2010,489,
1130,WODOCIĄGOWY-6289,101,GRZEWCZY,45760,27/03/2010,30/03/2010,7047,
1131,WODOCIĄGOWY-7196,185,ELEKTRYCZNY,29400,28/05/2010,28/05/2010,293,
1132,WODOCIĄGOWY-9103,66,GRZEWCZY,93760,25/09/2010,25/09/2010,4118,
1133,WODOCIĄGOWY-2155,180,WODOCIĄGOWY,66495,26/05/2010,27/05/2010,1796,
1134,WODOCIĄGOWY-3552,192,ALARMOWY,38300,30/05/2010,02/06/2010,293,
1135,WODOCIĄGOWY-9280,55,ALARMOWY,14400,27/08/2010,27/08/2010,3075,
1136,WODOCIĄGOWY-7940,97,ALARMOWY,29800,03/12/2010,04/12/2010,7470,
1137,WODOCIĄGOWY-8759,42,ALARMOWY,48250,01/04/2010,04/04/2010,3841,
1138,WODOCIĄGOWY-3681,89,ELEKTRYCZNY,19575,21/06/2010,30/06/2010,1110,
1139,WODOCIĄGOWY-699,80,ELEKTRYCZNY,109800,12/06/2010,21/06/2010,9916,
1140,WODOCIĄGOWY-759,40,ELEKTRYCZNY,113175,13/09/2010,18/09/2010,3875,
1141,WODOCIĄGOWY-6140,29,OGRODNICZY,14275,07/10/2010,09/10/2010,597,
1142,WODOCIĄGOWY-270,9,ELEKTRYCZNY,93150,02/05/2010,05/05/2010,9654,
1143,WODOCIĄGOWY-4208,65,ALARMOWY,25650,07/05/2010,12/05/2010,9032,
1144,WODOCIĄGOWY-3314,89,ELEKTRYCZNY,145050,07/01/2010,14/01/2010,1688,
1145,WODOCIĄGOWY-9850,57,OGRODNICZY,22800,27/08/2010,29/08/2010,1396,
1146,WODOCIĄGOWY-5065,66,ELEKTRYCZNY,16500,18/02/2010,21/02/2010,4959,
1147,WODOCIĄGOWY-2278,149,PRZECIWGROMOWY,28280,06/02/2010,12/02/2010,2141,
1148,WODOCIĄGOWY-6644,136,GRZEWCZY,79760,24/04/2010,24/04/2010,798,
1149,WODOCIĄGOWY-5295,60,WODOCIĄGOWY,82060,24/06/2010,29/06/2010,7515,
1150,WODOCIĄGOWY-7915,165,ALARMOWY,78550,30/03/2010,01/04/2010,1885,
1151,WODOCIĄGOWY-5802,101,PRZECIWGROMOWY,38220,05/11/2010,06/11/2010,8002,
1152,WODOCIĄGOWY-5764,92,GRZEWCZY,84400,30/11/2010,04/12/2010,2415,
1153,WODOCIĄGOWY-8237,51,ALARMOWY,8150,18/02/2010,24/02/2010,815,
1154,WODOCIĄGOWY-2493,74,WODOCIĄGOWY,80520,30/04/2010,06/05/2010,8176,
1155,WODOCIĄGOWY-7679,7,ELEKTRYCZNY,8775,01/03/2010,10/03/2010,2348,
1156,WODOCIĄGOWY-2421,129,WODOCIĄGOWY,21340,13/06/2010,18/06/2010,1268,
1157,WODOCIĄGOWY-4006,100,ELEKTRYCZNY,117075,28/08/2010,05/09/2010,1052,
1158,WODOCIĄGOWY-3484,176,ALARMOWY,2600,30/05/2010,03/06/2010,4470,
1159,WODOCIĄGOWY-766,72,OGRODNICZY,49725,19/03/2010,23/03/2010,9641,
1160,WODOCIĄGOWY-5130,170,ELEKTRYCZNY,129150,23/10/2010,27/10/2010,4299,
1161,WODOCIĄGOWY-6014,116,GRZEWCZY,109200,30/10/2010,30/10/2010,7330,
1162,WODOCIĄGOWY-1970,4,GRZEWCZY,14640,24/12/2010,26/12/2010,8242,
1163,WODOCIĄGOWY-1468,83,WODOCIĄGOWY,4510,14/04/2010,20/04/2010,7830,
1164,WODOCIĄGOWY-6551,127,GRZEWCZY,59680,19/02/2010,19/02/2010,2711,
1165,WODOCIĄGOWY-7547,85,OGRODNICZY,25775,18/02/2010,18/02/2010,1339,
1166,WODOCIĄGOWY-3985,138,ALARMOWY,93450,18/10/2010,26/10/2010,6947,
1167,WODOCIĄGOWY-1662,111,WODOCIĄGOWY,76395,18/10/2010,25/10/2010,2120,
1168,WODOCIĄGOWY-2778,110,WODOCIĄGOWY,330,10/03/2010,19/03/2010,4027,
1169,WODOCIĄGOWY-7311,101,PRZECIWGROMOWY,1225,11/04/2010,16/04/2010,9076,
1170,WODOCIĄGOWY-2462,129,ELEKTRYCZNY,77625,03/05/2010,06/05/2010,9676,
1171,WODOCIĄGOWY-2590,158,WODOCIĄGOWY,14245,30/10/2010,07/11/2010,5113,
1172,WODOCIĄGOWY-9463,20,GRZEWCZY,75200,21/11/2010,27/11/2010,2139,
1173,WODOCIĄGOWY-7756,169,ELEKTRYCZNY,77925,09/08/2010,18/08/2010,1596,
1174,WODOCIĄGOWY-6933,142,OGRODNICZY,35025,14/03/2010,17/03/2010,2266,
1175,WODOCIĄGOWY-8792,39,GRZEWCZY,97040,13/02/2010,20/02/2010,3017,
1176,WODOCIĄGOWY-1340,77,ELEKTRYCZNY,89325,03/03/2010,07/03/2010,7208,
1177,WODOCIĄGOWY-2367,67,GRZEWCZY,124640,20/10/2010,26/10/2010,8711,
1178,WODOCIĄGOWY-7862,43,WODOCIĄGOWY,102960,14/03/2010,15/03/2010,948,
1179,WODOCIĄGOWY-8931,44,WODOCIĄGOWY,106095,29/04/2010,01/05/2010,6837,
1180,WODOCIĄGOWY-4055,133,ELEKTRYCZNY,36825,28/04/2010,04/05/2010,6773,
1181,WODOCIĄGOWY-8003,36,ALARMOWY,63500,16/11/2010,24/11/2010,9866,
1182,WODOCIĄGOWY-2498,161,WODOCIĄGOWY,10780,07/01/2010,10/01/2010,2407,
1183,WODOCIĄGOWY-9696,87,ALARMOWY,5650,12/03/2010,15/03/2010,3426,
1184,WODOCIĄGOWY-7720,109,GRZEWCZY,8240,31/12/2010,03/01/2011,4361,
1185,WODOCIĄGOWY-1414,179,ELEKTRYCZNY,137700,10/11/2010,19/11/2010,989,
1186,WODOCIĄGOWY-7200,91,WODOCIĄGOWY,40865,15/05/2010,16/05/2010,9724,
1187,WODOCIĄGOWY-1228,156,ELEKTRYCZNY,54600,24/11/2010,02/12/2010,3950,
1188,WODOCIĄGOWY-1478,187,OGRODNICZY,27375,05/07/2010,08/07/2010,3392,
1189,WODOCIĄGOWY-4647,144,ELEKTRYCZNY,103500,18/11/2010,26/11/2010,3665,
1190,WODOCIĄGOWY-9198,187,OGRODNICZY,2525,01/08/2010,04/08/2010,8615,
1191,WODOCIĄGOWY-2315,111,WODOCIĄGOWY,91410,18/07/2010,21/07/2010,1883,
1192,WODOCIĄGOWY-2,186,ALARMOWY,92050,11/07/2010,15/07/2010,3335,
1193,WODOCIĄGOWY-7919,61,GRZEWCZY,12080,30/06/2010,01/07/2010,7053,
1194,WODOCIĄGOWY-2345,174,PRZECIWGROMOWY,35770,04/04/2010,12/04/2010,8193,
1195,WODOCIĄGOWY-2655,36,ELEKTRYCZNY,117150,16/07/2010,22/07/2010,4648,
1196,WODOCIĄGOWY-4537,137,GRZEWCZY,96000,07/08/2010,15/08/2010,8680,
1197,WODOCIĄGOWY-7440,60,PRZECIWGROMOWY,45570,19/04/2010,19/04/2010,8276,
1198,WODOCIĄGOWY-3193,65,WODOCIĄGOWY,65395,11/12/2010,15/12/2010,6587,
1199,WODOCIĄGOWY-6074,81,GRZEWCZY,98720,20/04/2010,21/04/2010,5532,
1200,WODOCIĄGOWY-8133,144,ALARMOWY,64900,22/06/2010,26/06/2010,7596,
1201,WODOCIĄGOWY-1346,136,OGRODNICZY,24050,12/09/2010,15/09/2010,4115,
1202,WODOCIĄGOWY-7323,81,ELEKTRYCZNY,146775,26/04/2010,03/05/2010,6134,
1203,WODOCIĄGOWY-9467,52,PRZECIWGROMOWY,21420,13/11/2010,14/11/2010,2273,
1204,WODOCIĄGOWY-7236,17,ALARMOWY,49500,19/02/2010,22/02/2010,9938,
1205,WODOCIĄGOWY-222,31,ALARMOWY,15900,25/12/2010,29/12/2010,9987,
1206,WODOCIĄGOWY-5791,192,ALARMOWY,27100,28/03/2010,01/04/2010,8531,
1207,WODOCIĄGOWY-4927,148,OGRODNICZY,27700,21/12/2010,23/12/2010,3589,
1208,WODOCIĄGOWY-8159,85,PRZECIWGROMOWY,42420,12/11/2010,12/11/2010,4781,
1209,WODOCIĄGOWY-1255,61,ALARMOWY,81350,03/03/2010,10/03/2010,8487,
1210,WODOCIĄGOWY-9625,7,WODOCIĄGOWY,106315,13/09/2010,14/09/2010,1034,
1211,WODOCIĄGOWY-299,112,OGRODNICZY,28500,29/10/2010,04/11/2010,6169,
1212,WODOCIĄGOWY-1523,183,OGRODNICZY,42025,18/12/2010,18/12/2010,807,
1213,WODOCIĄGOWY-7562,57,ELEKTRYCZNY,97500,04/04/2010,11/04/2010,273,
1214,WODOCIĄGOWY-5287,18,ELEKTRYCZNY,34425,05/07/2010,07/07/2010,6314,
1215,WODOCIĄGOWY-204,2,OGRODNICZY,48550,11/10/2010,19/10/2010,1257,
1216,WODOCIĄGOWY-8820,192,WODOCIĄGOWY,13255,13/09/2010,22/09/2010,3857,
1217,WODOCIĄGOWY-1621,27,OGRODNICZY,24800,28/04/2010,05/05/2010,9623,
1218,WODOCIĄGOWY-724,101,WODOCIĄGOWY,55000,24/07/2010,25/07/2010,5237,
1219,WODOCIĄGOWY-8214,185,WODOCIĄGOWY,66000,19/06/2010,28/06/2010,9452,
1220,WODOCIĄGOWY-6014,88,ELEKTRYCZNY,53175,27/05/2010,01/06/2010,7068,
1221,WODOCIĄGOWY-8915,146,OGRODNICZY,23725,24/12/2010,28/12/2010,3119,
1222,WODOCIĄGOWY-655,61,GRZEWCZY,108080,23/01/2010,30/01/2010,8753,
1223,WODOCIĄGOWY-6512,181,ALARMOWY,51450,09/10/2010,10/10/2010,3299,
1224,WODOCIĄGOWY-445,17,ALARMOWY,7500,05/05/2010,07/05/2010,3282,
1225,WODOCIĄGOWY-3469,46,OGRODNICZY,11500,19/09/2010,21/09/2010,8230,
1226,WODOCIĄGOWY-507,49,ALARMOWY,88150,17/04/2010,25/04/2010,4801,
1227,WODOCIĄGOWY-3612,144,PRZECIWGROMOWY,23870,10/01/2010,18/01/2010,3018,
1228,WODOCIĄGOWY-4193,169,ALARMOWY,9050,30/07/2010,08/08/2010,1063,
1229,WODOCIĄGOWY-1966,139,OGRODNICZY,19200,18/08/2010,26/08/2010,6003,
1230,WODOCIĄGOWY-7962,188,WODOCIĄGOWY,55770,15/06/2010,15/06/2010,3790,
1231,WODOCIĄGOWY-9666,180,PRZECIWGROMOWY,45675,15/03/2010,16/03/2010,6303,
1232,WODOCIĄGOWY-221,197,GRZEWCZY,39760,05/02/2010,12/02/2010,9610,
1233,WODOCIĄGOWY-4814,178,OGRODNICZY,2625,21/03/2010,28/03/2010,7700,
1234,WODOCIĄGOWY-219,44,PRZECIWGROMOWY,10710,14/04/2010,17/04/2010,9994,
1235,WODOCIĄGOWY-3320,194,PRZECIWGROMOWY,65205,09/06/2010,14/06/2010,2182,
1236,WODOCIĄGOWY-1472,184,GRZEWCZY,13200,20/04/2010,24/04/2010,4827,
1237,WODOCIĄGOWY-9964,131,GRZEWCZY,39840,11/12/2010,12/12/2010,5996,
1238,WODOCIĄGOWY-4450,176,PRZECIWGROMOWY,6230,30/10/2010,05/11/2010,7248,
1239,WODOCIĄGOWY-7393,154,ELEKTRYCZNY,136500,19/12/2010,21/12/2010,6867,
1240,WODOCIĄGOWY-1102,24,ALARMOWY,46200,03/06/2010,06/06/2010,5859,
1241,WODOCIĄGOWY-176,109,ALARMOWY,26500,05/02/2010,07/02/2010,9569,
1242,WODOCIĄGOWY-7336,178,OGRODNICZY,19700,22/09/2010,23/09/2010,2708,
1243,WODOCIĄGOWY-1491,27,WODOCIĄGOWY,5775,16/05/2010,21/05/2010,5301,
1244,WODOCIĄGOWY-7075,47,ELEKTRYCZNY,84975,16/01/2010,17/01/2010,6595,
1245,WODOCIĄGOWY-5548,134,WODOCIĄGOWY,81290,06/06/2010,08/06/2010,318,
1246,WODOCIĄGOWY-9142,49,OGRODNICZY,20450,11/07/2010,16/07/2010,9068,
1247,WODOCIĄGOWY-8851,152,OGRODNICZY,47900,29/06/2010,30/06/2010,5480,
1248,WODOCIĄGOWY-275,82,ALARMOWY,28600,31/07/2010,09/08/2010,8132,
1249,WODOCIĄGOWY-9841,177,ELEKTRYCZNY,96075,14/05/2010,18/05/2010,7716,
1250,WODOCIĄGOWY-2893,87,WODOCIĄGOWY,98010,01/08/2010,06/08/2010,5390,
1251,WODOCIĄGOWY-652,21,WODOCIĄGOWY,89320,01/06/2010,06/06/2010,9067,
1252,WODOCIĄGOWY-3167,170,OGRODNICZY,5100,20/12/2010,29/12/2010,8672,
1253,WODOCIĄGOWY-6143,111,ELEKTRYCZNY,114825,12/04/2010,18/04/2010,7480,
1254,WODOCIĄGOWY-2636,128,OGRODNICZY,6325,24/12/2010,29/12/2010,6470,
1255,WODOCIĄGOWY-7561,44,WODOCIĄGOWY,102025,17/10/2010,18/10/2010,9979,
1256,WODOCIĄGOWY-4089,165,ALARMOWY,62700,18/07/2010,27/07/2010,1627,
1257,WODOCIĄGOWY-766,51,ALARMOWY,11100,22/05/2010,24/05/2010,1115,
1258,WODOCIĄGOWY-2272,16,PRZECIWGROMOWY,38185,25/04/2010,29/04/2010,9851,
1259,WODOCIĄGOWY-2304,13,OGRODNICZY,39050,26/04/2010,04/05/2010,6292,
1260,WODOCIĄGOWY-7050,126,GRZEWCZY,45200,09/10/2010,17/10/2010,4583,
1261,WODOCIĄGOWY-4796,152,ALARMOWY,76800,31/03/2010,01/04/2010,2322,
1262,WODOCIĄGOWY-8879,108,GRZEWCZY,147840,30/11/2010,05/12/2010,1888,
1263,WODOCIĄGOWY-4807,47,PRZECIWGROMOWY,4270,22/08/2010,27/08/2010,640,
1264,WODOCIĄGOWY-3632,166,WODOCIĄGOWY,23650,02/05/2010,04/05/2010,3735,
1265,WODOCIĄGOWY-3693,62,GRZEWCZY,124400,22/06/2010,28/06/2010,8466,
1266,WODOCIĄGOWY-5574,159,PRZECIWGROMOWY,16590,08/01/2010,12/01/2010,1126,
1267,WODOCIĄGOWY-851,29,ELEKTRYCZNY,53625,19/05/2010,20/05/2010,2325,
1268,WODOCIĄGOWY-7399,169,PRZECIWGROMOWY,12845,15/04/2010,24/04/2010,2143,
1269,WODOCIĄGOWY-5064,83,ALARMOWY,87200,18/06/2010,21/06/2010,6785,
1270,WODOCIĄGOWY-9927,194,OGRODNICZY,37000,10/06/2010,15/06/2010,1468,
1271,WODOCIĄGOWY-468,3,ALARMOWY,57500,17/10/2010,19/10/2010,4919,
1272,WODOCIĄGOWY-2097,161,ALARMOWY,86450,28/11/2010,02/12/2010,2415,
1273,WODOCIĄGOWY-849,15,ALARMOWY,37250,14/04/2010,22/04/2010,5115,
1274,WODOCIĄGOWY-7295,58,ALARMOWY,37800,23/04/2010,25/04/2010,1360,
1275,WODOCIĄGOWY-2921,145,GRZEWCZY,40160,26/02/2010,28/02/2010,7796,
1276,WODOCIĄGOWY-6223,141,ALARMOWY,32950,25/01/2010,01/02/2010,7826,
1277,WODOCIĄGOWY-4945,181,GRZEWCZY,71120,01/03/2010,08/03/2010,4285,
1278,WODOCIĄGOWY-2704,29,GRZEWCZY,144080,03/09/2010,04/09/2010,2058,
1279,WODOCIĄGOWY-6511,64,GRZEWCZY,59680,04/11/2010,08/11/2010,9186,
1280,WODOCIĄGOWY-3107,102,WODOCIĄGOWY,58355,15/06/2010,19/06/2010,7881,
1281,WODOCIĄGOWY-7781,162,ELEKTRYCZNY,131625,12/10/2010,16/10/2010,1850,
1282,WODOCIĄGOWY-469,136,WODOCIĄGOWY,12815,02/08/2010,07/08/2010,7952,
1283,WODOCIĄGOWY-3662,72,PRZECIWGROMOWY,39445,06/10/2010,14/10/2010,1093,
1284,WODOCIĄGOWY-6391,192,ELEKTRYCZNY,19350,16/11/2010,19/11/2010,5961,
1285,WODOCIĄGOWY-5905,27,WODOCIĄGOWY,41030,04/11/2010,07/11/2010,436,
1286,WODOCIĄGOWY-7054,42,ELEKTRYCZNY,33825,19/11/2010,25/11/2010,4059,
1287,WODOCIĄGOWY-6587,97,ALARMOWY,70600,12/06/2010,16/06/2010,9191,
1288,WODOCIĄGOWY-2689,42,ELEKTRYCZNY,20925,13/07/2010,19/07/2010,1390,
1289,WODOCIĄGOWY-217,75,ALARMOWY,1550,28/05/2010,28/05/2010,5185,
1290,WODOCIĄGOWY-4007,197,ELEKTRYCZNY,115575,28/04/2010,01/05/2010,325,
1291,WODOCIĄGOWY-2175,16,ALARMOWY,21300,02/11/2010,07/11/2010,989,
1292,WODOCIĄGOWY-5685,23,OGRODNICZY,8325,07/09/2010,08/09/2010,552,
1293,WODOCIĄGOWY-2267,81,PRZECIWGROMOWY,8610,10/05/2010,16/05/2010,5303,
1294,WODOCIĄGOWY-8606,64,PRZECIWGROMOWY,29715,06/11/2010,10/11/2010,3712,
1295,WODOCIĄGOWY-4922,13,ALARMOWY,92650,22/02/2010,02/03/2010,9420,
1296,WODOCIĄGOWY-419,71,GRZEWCZY,158480,14/04/2010,17/04/2010,9308,
1297,WODOCIĄGOWY-2536,126,OGRODNICZY,900,05/09/2010,13/09/2010,6304,
1298,WODOCIĄGOWY-8738,135,GRZEWCZY,35760,03/04/2010,11/04/2010,7864,
1299,WODOCIĄGOWY-5504,111,ELEKTRYCZNY,107325,28/10/2010,02/11/2010,2223,
1300,WODOCIĄGOWY-4645,29,OGRODNICZY,13300,28/02/2010,09/03/2010,7004,
1301,WODOCIĄGOWY-8276,34,OGRODNICZY,16350,04/09/2010,09/09/2010,4818,
